Director_Name,Runtime,Gross,Genres,Movie_Title,Plot_Keywords,Language,Content_Rating,Budget,Aspect_Ratio,Movie_ID,Production_Companies,Release_Date,Revenue
Adam Shankman,136.0,38509342.0,Comedy|Drama|Musical|Romance,Rock of Ages,concert|love|music industry|panties|pole dancer,English,PG-13,75000000.0,2.35,80585,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Corner Store Entertainment"", ""id"": 8871}, {""name"": ""Material Pictures"", ""id"": 12139}]",2012-06-13,59418613
Gregory Hoblit,125.0,19076815.0,Drama|War,Hart's War,colonel|honor|lieutenant|pilot|racism,English,R,60000000.0,2.35,10592,"[{""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]",2002-02-15,32287044
John McTiernan,98.0,18990542.0,Action|Sci-Fi|Sport,Rollerball,ball|blood|skating|song|year 2005,English,R,70000000.0,2.35,11535,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Yorktown Productions"", ""id"": 1484}, {""name"": ""Helkon Media AG"", ""id"": 2216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2002-02-08,0
Wych Kaosayananda,91.0,14294842.0,Action|Crime|Sci-Fi|Thriller,Ballistic: Ecks vs. Sever,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,English,R,70000000.0,2.35,10550,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Dante Entertainment"", ""id"": 2755}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""SuperMega"", ""id"": 76491}, {""name"": ""MHF Erste Academy Film GmbH & Co. Produktions KG"", ""id"": 76492}]",2002-09-20,19924033
Mikael Salomon,97.0,19819494.0,Action|Crime|Drama|Thriller,Hard Rain,dam|flood|money|police|sheriff,English,R,70000000.0,2.35,11258,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Tele M\u00fcnchen Fernseh Produktionsgesellschaft (TMG)"", ""id"": 7237}, {""name"": ""UGC PH"", ""id"": 23932}, {""name"": ""British Broadcasting Corporation (BBC) Television"", ""id"": 48136}, {""name"": ""Stargate Studios"", ""id"": 55474}]",1998-01-16,19870567
Bobby Farrelly,95.0,13596911.0,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Osmosis Jones,blood|body|egg|virus|white blood cell,English,PG,70000000.0,2.35,12610,"[{""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-08-07,13596911
Will Finn,88.0,8460990.0,Adventure|Animation|Family|Fantasy|Musical,Legends of Oz: Dorothy's Return,jester|kansas|oz|princess|tornado,English,PG,70000000.0,,59981,"[{""name"": ""Prana Animation Studios"", ""id"": 22135}, {""name"": ""Summertime Entertainment"", ""id"": 48471}]",2013-06-13,18662027
Michael Mann,133.0,7097125.0,Action|Crime|Drama|Mystery|Thriller,Blackhat,chinese|computer|cybercrime|hacker|one word title,English,R,70000000.0,2.35,201088,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Legendary Pictures"", ""id"": 923}]",2015-01-13,17752940
Kerry Conran,106.0,37760080.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Sky Captain and the World of Tomorrow,captain|pilot|reporter|robot|scientist,English,PG,70000000.0,1.85,5137,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Riff Raff Film Productions"", ""id"": 1668}, {""name"": ""Filmauro"", ""id"": 4753}, {""name"": ""Blue Flower Productions"", ""id"": 10671}, {""name"": ""Brooklyn Films II"", ""id"": 10672}]",2004-09-17,57958696
Mikael Håfström,115.0,25121291.0,Action|Crime|Mystery|Sci-Fi|Thriller,Escape Plan,cia agent|escape|muslim|prison|ship,English,R,50000000.0,2.35,107846,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Mark Canton Productions"", ""id"": 11761}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Boies / Schiller Film Group"", ""id"": 36212}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}]",2013-10-09,122915111
Renny Harlin,99.0,18821279.0,Action|Adventure|Fantasy,The Legend of Hercules,ancient greece|forbidden love|hercules|king|slavery,English,PG-13,70000000.0,2.35,188207,"[{""name"": ""Millennium Films"", ""id"": 10254}]",2014-01-10,61279452
Phil Alden Robinson,124.0,118471320.0,Action|Drama|Thriller,The Sum of All Fears,analyst|cia|nuclear bomb|nuclear weapons|russia,English,PG-13,68000000.0,2.35,4614,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""S.O.A.F. Productions"", ""id"": 21410}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2002-05-31,193000000
David Slade,124.0,300523113.0,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Eclipse,friendship|graduation|revenge|vampire|werewolf,English,PG-13,68000000.0,2.35,24021,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]",2010-06-23,698491347
Frank Oz,124.0,71069884.0,Crime|Drama|Thriller,The Score,partner|running|scepter|surveillance|thief,English,R,68000000.0,2.35,11371,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}]",2001-07-13,71069884
Pierre Coffin,87.0,251501645.0,Animation|Comedy|Family,Despicable Me,girl|minion|moon|pyramid|white picket fence,English,PG,69000000.0,1.85,20352,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2010-07-08,543513985
Joseph Ruben,105.0,35324232.0,Action|Comedy|Crime|Drama|Thriller,Money Train,bare breasts|breast|loan shark|subway|train,English,R,68000000.0,2.35,11517,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1995-11-21,35431113
Seth MacFarlane,125.0,81257500.0,Comedy,Ted 2,baby|f word|fight|lawyer|marriage,English,R,68000000.0,2.35,214756,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]",2015-06-25,217022588
Kinka Usher,121.0,29655590.0,Action|Comedy|Fantasy|Sci-Fi,Mystery Men,bowling|rajah|sphinx|spleen|superhero,English,PG-13,65000000.0,1.85,9824,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Golar Productions"", ""id"": 2484}]",1999-08-06,29762011
Bobby Farrelly,111.0,45045037.0,Comedy|Romance,Hall Pass,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,English,R,36000000.0,2.35,48988,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]",2011-02-25,83160734
Michael Mann,157.0,28965197.0,Biography|Drama|Thriller,The Insider,cbs|cbs news|research|tobacco|whistleblower,English,R,68000000.0,2.35,9008,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Kaitz Productions"", ""id"": 8758}, {""name"": ""Mann/Roth Productions"", ""id"": 8759}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1999-10-28,60289912
Craig Gillespie,117.0,27550735.0,Action|Drama|History|Thriller,The Finest Hours,1950s|coast guard|oil tanker|sinking ship|survival,English,PG-13,,2.35,300673,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]",2016-01-25,52099090
Ridley Scott,128.0,39380442.0,Action|Drama|Thriller,Body of Lies,cia|jordan|middle east|spy|terrorist,English,R,70000000.0,2.35,12113,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-10-10,113280098
Jay Roach,114.0,72980108.0,Comedy,Dinner for Schmucks,dinner|diorama|idiot|irs|mouse,English,PG-13,,1.85,38778,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",2010-07-30,86387857
Timur Bekmambetov,105.0,37516013.0,Action|Fantasy|Horror,Abraham Lincoln: Vampire Hunter,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,R,69000000.0,2.35,72331,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Abraham Productions"", ""id"": 36430}, {""name"": ""Location Gourmet"", ""id"": 36431}]",2012-06-20,112265139
Jon Amiel,113.0,87704396.0,Action|Crime|Romance|Thriller,Entrapment,art thief|insurance|mask|master thief|reference to iron maiden,English,PG-13,66000000.0,2.35,1844,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]",1999-04-29,212404396
Rob Bowman,121.0,83892374.0,Drama|Mystery|Sci-Fi|Thriller,The X Files,agent|alien|bomb|fbi|government,English,PG-13,66000000.0,2.35,846,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}]",1998-06-19,189198313
Steven Spielberg,169.0,216119491.0,Action|Drama|War,Saving Private Ryan,army|invasion|killed in action|normandy|soldier,English,R,70000000.0,1.85,857,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]",1998-07-24,481840909
Scott Waugh,132.0,43568507.0,Action|Crime|Drama|Thriller,Need for Speed,cross country|custom car|illegal street racing|police officer crushed|street racing,English,PG-13,66000000.0,2.35,136797,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Bandito Brothers"", ""id"": 8403}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Electronic Arts"", ""id"": 34890}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-03-13,203277636
Nancy Meyers,127.0,182805123.0,Comedy|Fantasy|Romance,What Women Want,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,English,PG-13,70000000.0,1.37,3981,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wind Dancer Productions"", ""id"": 8116}]",2000-12-15,374111707
Chris Wedge,103.0,176387405.0,Adventure|Animation|Comedy|Family,Ice Age,baby|ice|ice age|sleeping|sloth,English,PG,59000000.0,1.85,425,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2002-03-10,383257136
Lawrence Kasdan,136.0,33685268.0,Drama|Horror|Sci-Fi|Thriller,Dreamcatcher,alien|friend|maine|military|woods,English,R,68000000.0,2.35,6171,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]",2003-03-21,75715436
Steven Spielberg,150.0,182204440.0,Biography|Drama|History|War,Lincoln,cultural conflict|politics|president|slavery|u.s. president,English,PG-13,65000000.0,2.35,72976,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]",2012-11-09,275293450
Lana Wachowski,136.0,171383253.0,Action|Sci-Fi,The Matrix,artificial reality|computer|matrix|questioning reality|simulated reality,English,R,63000000.0,2.35,603,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Groucho II Film Partnership"", ""id"": 372}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",1999-03-30,463517383
Ron Howard,140.0,172071312.0,Adventure|Drama|History,Apollo 13,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,English,PG,62000000.0,2.35,568,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",1995-06-30,355237933
Michael Lembeck,104.0,139225854.0,Comedy|Family|Fantasy,The Santa Clause 2,christmas|magic|santa claus|son|toy,English,G,60000000.0,1.85,9021,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Boxing Cat Films"", ""id"": 12626}]",2002-10-31,172855065
Tom Hooper,158.0,148775460.0,Drama|Musical|Romance,Les Misérables,barricade|innkeeper|parole|rebellion|student,English,PG-13,61000000.0,1.85,82695,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]",2012-12-18,441809770
Nora Ephron,119.0,115731542.0,Comedy|Drama|Romance,You've Got Mail,bookstore|competing businesses|instant messaging|new york city|shop owner,English,PG,65000000.0,1.85,9489,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1998-12-17,250821495
Adam McKay,106.0,100468793.0,Comedy,Step Brothers,dream|friendship|karaoke|love|slacker,English,R,65000000.0,2.35,12133,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2008-07-25,128107642
Martin Campbell,136.0,93771072.0,Action|Adventure|Comedy|Romance|Thriller|Western,The Mask of Zorro,19th century|california|revenge|training|zorro,English,PG-13,65000000.0,2.35,9342,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""TriStar Pictures"", ""id"": 559}]",1998-07-16,250288523
Todd Phillips,95.0,100448498.0,Comedy|Drama,Due Date,actor|aspiring actor|birth|misadventure|suitcase,English,R,65000000.0,2.35,41733,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}]",2010-11-04,211780824
Angelina Jolie Pitt,137.0,115603980.0,Biography|Drama|Sport|War,Unbroken,emaciation|male nudity|plane crash|prisoner of war|torture,English,PG-13,65000000.0,2.35,227306,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""Jolie Pas"", ""id"": 39443}]",2014-12-25,163442937
Clint Eastwood,130.0,90454043.0,Action|Adventure|Thriller,Space Cowboys,nasa|old age|satellite|space|space shuttle,English,PG-13,65000000.0,2.35,5551,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Clipsal Films"", ""id"": 10566}, {""name"": ""Digital Image Associates"", ""id"": 76068}]",2000-07-31,128884132
Renny Harlin,124.0,84049211.0,Action|Adventure|Thriller,Cliffhanger,money|mountain|rocky mountains|snow|suitcase,English,R,70000000.0,2.35,9350,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""RCS Video"", ""id"": 23246}, {""name"": ""Cliffhanger Productions"", ""id"": 45728}, {""name"": ""Pioneer"", ""id"": 45729}]",1993-05-28,255000211
John Woo,108.0,70450000.0,Action|Crime|Thriller,Broken Arrow,captain|desert|major|park ranger|utah,English,R,50000000.0,2.35,9208,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""WCG Entertainment Productions"", ""id"": 456}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]",1996-02-09,150270147
Jon Turteltaub,104.0,69688384.0,Comedy|Family|Fantasy,The Kid,altering history|cartoon on tv|childhood|image consultant|one two combo,English,PG,60000000.0,1.85,4244,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2000-07-07,69700000
Oliver Stone,129.0,70236496.0,Drama|History|Thriller,World Trade Center,based on true story|police|rescue|rubble|trapped,English,PG-13,63000000.0,1.85,1852,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]",2006-08-09,162945894
Mike Newell,117.0,63695760.0,Drama,Mona Lisa Smile,art|college|school|student|wellesley college,English,PG-13,65000000.0,1.85,11820,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]",2003-12-19,0
Larry Charles,99.0,59617068.0,Comedy|Romance,The Dictator,dictator|hotel|oil|overalls|sunglasses,English,R,65000000.0,2.35,76493,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",2012-05-15,179379533
Will Gluck,118.0,85911262.0,Comedy|Drama|Family|Musical,Annie,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,English,PG,65000000.0,2.39,196867,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Marcy Media"", ""id"": 95063}]",2014-12-19,133821816
Glenn Ficarra,105.0,53846915.0,Comedy|Crime|Drama|Romance,Focus,con artist|con man|deception|rivalry|seduction,English,R,50100000.0,1.85,256591,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]",2015-02-25,153962963
McG,103.0,54758461.0,Action|Comedy|Romance,This Means War,best friend|cia|cia agent|dating|undercover,English,PG-13,65000000.0,2.35,59962,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Overbrook Films"", ""id"": 907}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]",2012-02-14,156974557
David S. Goyer,122.0,52397389.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Blade: Trinity,blade|blood|dracula|vampire hunter|vampire slayer,English,R,65000000.0,2.35,36648,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Shawn Danielle Productions Ltd."", ""id"": 8851}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Peter Frankfurt Productions"", ""id"": 42209}]",2004-12-08,128905366
John Milius,114.0,,Action|Drama|War,Red Dawn,guerrilla|high school|invasion|soviet|wolverine,English,PG-13,16900000.0,1.85,1880,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Valkyrie Films"", ""id"": 774}]",1984-08-10,38376497
Paul W.S. Anderson,111.0,36064910.0,Action|Sci-Fi|Thriller,Death Race,armored car|car|murder|prison|warden,English,R,45000000.0,2.35,10483,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""H2S2 Filmproduktionsgesellschaft"", ""id"": 28121}]",2008-08-22,73762516
Renny Harlin,121.0,33328051.0,Action|Crime|Drama|Mystery|Thriller,The Long Kiss Goodnight,amnesia|chase|foot chase|strong female character|vomiting,English,R,65000000.0,2.35,11412,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Forge"", ""id"": 2980}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]",1996-10-11,89456761
Taylor Hackford,135.0,32598931.0,Action|Drama|Thriller,Proof of Life,jungle|pipeline|prisoner|ransom|south america,English,R,65000000.0,2.35,11983,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-12-08,0
Jon Favreau,101.0,28045540.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Zathura: A Space Adventure,2000s|coke|meeting future self|reference to spongebob squarepants|sony,English,PG,65000000.0,1.85,6795,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Teitler Film"", ""id"": 2550}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2005-11-06,64321501
David Fincher,151.0,37023395.0,Drama,Fight Club,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,English,R,63000000.0,2.35,550,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""Linson Films"", ""id"": 54050}, {""name"": ""Atman Entertainment"", ""id"": 54051}, {""name"": ""Knickerbocker Films"", ""id"": 54052}]",1999-10-15,100853753
McG,131.0,43532294.0,Drama|Sport,We Are Marshall,coach|football|football team|marshall university|university,English,PG,65000000.0,2.35,11170,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]",2006-12-12,43545364
Michael Lehmann,100.0,17218080.0,Action|Adventure|Comedy,Hudson Hawk,blackmail|burglar|critically bashed|leonardo da vinci|prison,English,R,70000000.0,1.85,9292,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Silver Pictures"", ""id"": 1885}]",1991-05-23,17218080
Frank Miller,102.0,13750556.0,Action|Crime|Thriller,Sin City: A Dame to Kill For,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,English,R,65000000.0,1.85,189,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""AR Films"", ""id"": 11005}, {""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""Solipsist Film"", ""id"": 29076}, {""name"": ""Residaco"", ""id"": 41658}]",2014-08-20,39407616
Sydney Pollack,133.0,31054924.0,Drama|Mystery|Romance,Random Hearts,death|plane crash|police|police sergeant|politician,English,R,64000000.0,1.85,12618,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1999-10-08,74608570
Jay Roach,94.0,213079163.0,Action|Comedy|Crime,Austin Powers in Goldmember,fem bot|prison|seductive fembot|spy|time travel,English,PG-13,63000000.0,2.35,818,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Eric's Boy"", ""id"": 595}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Moving Pictures"", ""id"": 15888}, {""name"": ""Gratitude International"", ""id"": 52943}]",2002-07-26,296655431
Steven Spielberg,127.0,356784000.0,Adventure|Sci-Fi|Thriller,Jurassic Park,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,English,PG-13,63000000.0,1.85,329,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1993-06-11,920100000
Lawrence Kasdan,212.0,25052000.0,Adventure|Biography|Crime|Drama|Western,Wyatt Earp,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,English,PG-13,63000000.0,2.35,12160,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""Paragon Entertainment Corp."", ""id"": 24217}]",1994-06-24,25052000
Phillip Noyce,141.0,122012710.0,Action|Crime|Drama|Thriller,Clear and Present Danger,cia|colombia|colombian drug cartel|drugs|president,English,PG-13,62000000.0,2.35,9331,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]",1994-08-03,215887717
Rob Reiner,114.0,65000000.0,Comedy|Drama|Romance,The American President,lobbyist|president|senator|state dinner|widower,English,PG-13,62000000.0,2.35,9087,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]",1995-11-17,107879496
Marco Schnabel,87.0,32178777.0,Comedy|Romance|Sport,The Love Guru,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,English,PG-13,62000000.0,2.35,12177,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Internationale Filmproduktion"", ""id"": 15742}]",2008-06-20,41819064
Demian Lichtenstein,125.0,15738632.0,Action|Comedy|Crime|Thriller,3000 Miles to Graceland,casino|elvis impersonator|gun|heist|rascal,English,R,42000000.0,2.35,12138,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",2001-02-23,18720175
Quentin Tarantino,187.0,54116191.0,Crime|Drama|Mystery|Thriller|Western,The Hateful Eight,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,English,R,44000000.0,2.76,273248,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""FilmColony"", ""id"": 1811}]",2015-12-25,155760117
